user_id,English,Turkish,French,Other,German,Japanese,Spanish,Korean,Arabic,Russian,Lehçe,Azerbaijani,Italian,Kürtçe,Chinese,Bulgarian,Persian,Urdu,Dutch
80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,3,5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,3,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,3,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
163,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
167,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,4,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
201,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
216,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,4,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
224,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,2,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,1,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,3,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
244,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,3,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,2,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
307,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,2,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,2,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
404,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,1,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,3,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
461,3,5,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0
462,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476,3,5,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0
477,3,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479,1,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
481,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,3,5,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0
490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,2,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
499,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506,4,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518,3,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
519,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,3,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
526,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
534,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
548,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
553,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
554,3,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
556,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
557,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
562,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
566,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
567,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
571,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
576,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
587,3,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
594,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
597,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
604,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
606,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
607,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
611,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
613,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
616,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
624,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
627,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
636,2,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
637,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
641,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
644,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
648,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
652,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
654,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
656,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
660,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
663,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664,2,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
665,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
667,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
668,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
671,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
673,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
676,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
679,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
680,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
687,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
690,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
697,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
704,3,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
708,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
709,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
711,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
715,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
721,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
724,3,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
728,2,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
729,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
731,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
733,2,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
734,4,5,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
736,3,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
739,3,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
741,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
743,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
744,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
748,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
749,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
754,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
757,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
758,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
763,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
767,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
768,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
769,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
773,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
774,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
775,3,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
783,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
785,4,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
793,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
802,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
803,3,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
805,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
806,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
807,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
808,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
809,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
814,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
817,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
818,4,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
820,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
822,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
825,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
